DOM,date,time,yaw,pitch,roll,aX,aY,aZ,gX,gY,gZ,hX,hY,hZ,Temp,Humid
1,2/3/2021,14:48:00,196.985748291016,-34.5455932617188,179.932708740234,0,6.08864182749133E-41,-0.997450470924377,-1.01552480729657E-16,-1959.357421875,-0.147573113441467,0.0896969735622406,-1.35087168468931E+20,0.11060605943203,41.99,13.13
1,2/3/2021,14:48:10,196.985748291016,-34.5455932617188,179.932708740234,0,9.51341527430118E-42,-0.997149646282196,-1.01552480729657E-16,-8391.474609375,-0.632120549678802,0.0881818160414696,-1.36622245030981E+20,0.108484849333763,41.96,13.2
1,2/3/2021,14:48:20,196.985748291016,-34.5455932617188,179.932708740234,1.32243114467507E-37,6.08303663363403E-41,-0.997921288013458,-1.01890329415965E-18,-5174.9619140625,-0.389840006828308,0.0869696959853172,-1.39180729423979E+20,0.110303029417992,41.93,13.13
1,2/3/2021,14:48:30,196.985748291016,-34.5455932617188,179.932708740234,0,5.80305720046193E-41,-0.998784840106964,-1.01890329415965E-18,1257.39758300781,0.0947074368596077,0.0887878760695457,-1.37645644065836E+20,0.11212120950222,41.97,13.13
1,2/3/2021,14:48:40,196.985748291016,-34.5455932617188,179.932708740234,0,5.62481203579982E-41,-0.997921288013458,2.41147583474502E-17,-11607.017578125,-0.874401092529297,0.0896969735622406,-1.40204110866647E+20,0.113030306994915,42.02,13.16
1,2/3/2021,14:48:50,196.985748291016,-34.5455932617188,179.932708740234,0,3.38175358395508E-41,-0.997016429901123,-1.01552480729657E-16,-14823.3486328125,-1.11666798591614,0.0875757560133934,-1.35598863588312E+20,0.110909089446068,41.87,13.24
1,2/3/2021,14:49:00,196.985748291016,-34.5455932617188,179.932708740234,0,5.99643638853876E-41,-0.997910559177399,2.41147583474502E-17,-8390.9892578125,-0.632120549678802,0.0903030335903168,-1.35087168468931E+20,0.109999999403954,0.0,651.94
1,2/3/2021,14:49:10,196.985748291016,-34.5455932617188,179.932708740234,0,6.06776248037289E-41,-0.997578382492065,-1.01890329415965E-18,-8391.474609375,-0.632120549678802,0.0878787860274315,-1.35087168468931E+20,0.11212120950222,41.93,13.24
1,2/3/2021,14:49:20,196.985748291016,-34.5455932617188,179.932708740234,0,4.6846808960843E-41,-0.997828185558319,-1.26686138648955E-16,-8391.474609375,-0.632120549678802,0.0878787860274315,-1.35598863588312E+20,0.113333337008953,41.93,13.29
1,2/3/2021,14:49:30,196.985748291016,-34.5455932617188,179.932708740234,0,2.96094365511834E-41,-0.997053146362305,2.41147583474502E-17,-5175.2041015625,-0.389840006828308,0.0890909060835838,-1.33040396787501E+20,0.11212120950222,41.92,13.29
1,2/3/2021,14:49:40,196.985748291016,-34.5455932617188,179.932708740234,0,3.80312403217755E-42,-0.997039675712585,2.41147583474502E-17,-5174.9619140625,-0.389840006828308,0.0875757560133934,-1.35087168468931E+20,0.113636367022991,41.98,13.24
1,2/3/2021,14:49:50,196.985748291016,-34.5455932617188,179.932708740234,0,3.05623195069243E-41,-0.997869193553925,-5.12862269909697E-17,-14823.3486328125,-1.11666798591614,0.0903030335903168,-1.36110558707693E+20,0.111212119460106,41.97,13.29
1,2/3/2021,14:50:00,196.985748291016,-34.5455932617188,179.932708740234,0,2.70618759430409E-41,-0.997065722942352,-5.12862269909697E-17,-1959.599609375,-0.147573113441467,0.0881818160414696,-1.36110558707693E+20,0.111818179488182,41.93,13.24
1,2/3/2021,14:50:10,196.985748291016,-34.5455932617188,179.932708740234,0,6.08836156779847E-41,-0.997838973999023,-1.01890329415965E-18,-5174.9619140625,-0.389840006828308,0.0872727259993553,-1.36622245030981E+20,0.109999999403954,0.0,651.94
1,2/3/2021,14:50:20,196.985748291016,-34.5455932617188,179.932708740234,0,4.6242849322719E-43,-0.997721076011658,-2.61525674173114E-17,-1959.599609375,-0.147573113441467,0.0875757560133934,-1.36110558707693E+20,0.111818179488182,41.96,13.24
1,2/3/2021,14:50:30,196.985748291016,-34.5455932617188,179.932708740234,0,7.4983480826021E-42,-0.99780809879303,-5.12862269909697E-17,-18039.134765625,-1.35894858837128,0.0909090936183929,-1.36110558707693E+20,0.113030306994915,41.94,13.2
1,2/3/2021,14:50:40,196.985748291016,-34.5455932617188,179.932708740234,2.52233723578467E-43,6.08864182749133E-41,-0.997576117515564,-1.26686138648955E-16,-11607.501953125,-0.874401092529297,0.0890909060835838,-1.35598863588312E+20,0.113636367022991,41.81,13.27
1,2/3/2021,14:50:50,196.985748291016,-34.5455932617188,179.932708740234,0,4.9470039686059E-41,-0.997011065483093,-1.01890329415965E-18,-11607.017578125,-0.874401092529297,0.0893939435482025,-1.40204110866647E+20,0.111515149474144,41.8,13.32
